ID	Category	Description
150030698	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150056020	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150004176	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150346730	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150602316	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150032553	MISSING PERSON	MISSING JUVENILE
150020605	WARRANTS	WARRANT ARREST
150039894	MISSING PERSON	MISSING JUVENILE
150021318	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150026095	NON-CRIMINAL	AIDED CASE, INJURED PERSON
150042615	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150193876	VEHICLE THEFT	STOLEN AUTOMOBILE
150563724	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150025768	MISSING PERSON	FOUND PERSON
150611737	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150020558	BURGLARY	BURGLARY OF STORE, UNLAWFUL ENTRY
150022996	ASSAULT	FALSE IMPRISONMENT
150051973	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150030820	OTHER OFFENSES	DUMPING OF OFFENSIVE MATTER
150062635	ASSAULT	ATTEMPTED SIMPLE ASSAULT
150739044	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY
150063912	SECONDARY CODES	GANG ACTIVITY
150063348	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150045095	NON-CRIMINAL	CASE CLOSURE
150374399	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150002089	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150035472	SECONDARY CODES	JUVENILE INVOLVED
150043679	MISSING PERSON	MISSING JUVENILE
150095943	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150084968	ASSAULT	BATTERY
150014341	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150308332	ASSAULT	STALKING
150122740	WARRANTS	WARRANT ARREST
150685077	ASSAULT	BATTERY
150008667	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150008883	WARRANTS	WARRANT ARREST
150061784	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150025774	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150018183	WARRANTS	WARRANT ARREST
150060043	NON-CRIMINAL	LOST PROPERTY
150521647	VEHICLE THEFT	STOLEN AUTOMOBILE
150037230	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150066007	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150043748	ASSAULT	THREATS AGAINST LIFE
150013638	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
151126084	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150067356	MISSING PERSON	FOUND PERSON
150060463	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150001213	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150381203	NON-CRIMINAL	FOUND PROPERTY
150030444	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150053082	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150194896	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150052777	NON-CRIMINAL	CASE CLOSURE
150016739	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150042320	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150074185	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150020978	ASSAULT	ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON
150005124	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150194880	SECONDARY CODES	DOMESTIC VIOLENCE
150027253	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150025934	DISORDERLY CONDUCT	DISTURBING THE PEACE, FIGHTING
150060849	OTHER OFFENSES	RESISTING ARREST
150050408	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150125998	ASSAULT	THREATS AGAINST LIFE
150060021	WARRANTS	WARRANT ARREST
150510731	LARCENY/THEFT	GRAND THEFT FROM PERSON
150064647	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150001025	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150052551	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
150139319	MISSING PERSON	FOUND PERSON
151079148	MISSING PERSON	FOUND PERSON
150008338	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150018531	WARRANTS	WARRANT ARREST
150012389	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150811595	MISSING PERSON	MISSING ADULT
150045374	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150022576	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150293573	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150058515	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150772317	NON-CRIMINAL	AIDED CASE, DOG BITE
120909750	WARRANTS	WARRANT ARREST
150014501	FRAUD	CREDIT CARD, THEFT BY USE OF
150776121	NON-CRIMINAL	LOST PROPERTY
150042483	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
151022244	VANDALISM	MALICIOUS MISCHIEF, TIRE SLASHING
150944431	VEHICLE THEFT	STOLEN AUTOMOBILE
150057971	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150072496	ASSAULT	BATTERY
150538539	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150023778	ASSAULT	BATTERY
150185328	MISSING PERSON	FOUND PERSON
150123629	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150057244	VEHICLE THEFT	STOLEN AUTOMOBILE
150111680	NON-CRIMINAL	FOUND PROPERTY
150033852	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150118777	OTHER OFFENSES	RESISTING ARREST
150019711	MISSING PERSON	FOUND PERSON
150007879	LARCENY/THEFT	THEFT OF COMPUTERS OR CELL PHONES
150012743	VEHICLE THEFT	STOLEN AUTOMOBILE
150122712	WARRANTS	WARRANT ARREST
150036129	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150275117	TRESPASS	TRESPASSING
150054278	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150054507	LIQUOR LAWS	MISCELLANEOUS LIQOUR LAW VIOLATION
150000782	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150040540	OTHER OFFENSES	FALSE PERSONATION
150073886	NON-CRIMINAL	AIDED CASE
150760259	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150046946	VEHICLE THEFT	STOLEN AND RECOVERED VEHICLE
150070428	PROSTITUTION	ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED
150054068	MISSING PERSON	FOUND PERSON
150051666	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150000481	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150008861	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150478979	NON-CRIMINAL	LOST PROPERTY
150590993	LARCENY/THEFT	THEFT FROM MERCHANT OR LIBRARY
150021904	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150005538	OTHER OFFENSES	TRAFFIC VIOLATION
156033478	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150053270	ASSAULT	INFLICT INJURY ON COHABITEE
150093646	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150036884	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150661748	KIDNAPPING	FALSE IMPRISONMENT
150045249	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150011024	OTHER OFFENSES	VIOLATION OF EMERGENCY PROTECTIVE ORDER
150394858	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150062243	SEX OFFENSES, FORCIBLE	ORAL COPULATION, UNLAWFUL (ADULT VICTIM)
150023665	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150042461	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150042728	MISSING PERSON	FOUND PERSON
150016983	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150048889	MISSING PERSON	MISSING JUVENILE
140471416	NON-CRIMINAL	SEARCH WARRANT SERVICE
150041388	KIDNAPPING	ATTEMPTED KIDNAPPING, JUVENILE VICTIM
150021299	FORGERY/COUNTERFEITING	FORGERY & COUNTERFEITING (GENERAL)
150036129	WEAPON LAWS	EXHIBITING DEADLY WEAPON IN A THREATING MANNER
151091700	NON-CRIMINAL	FOUND PROPERTY
150059626	NON-CRIMINAL	DEATH REPORT, NATURAL CAUSES
150770101	ASSAULT	THREATS AGAINST LIFE
150898678	ASSAULT	BATTERY
150059030	ASSAULT	BATTERY
150058929	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
150292600	OTHER OFFENSES	INDECENT EXPOSURE
150024798	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150024851	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150057432	SECONDARY CODES	DOMESTIC VIOLENCE
150009358	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150093919	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150143564	OTHER OFFENSES	CONSPIRACY
150036016	MISSING PERSON	MISSING JUVENILE
150029259	NON-CRIMINAL	FOUND PROPERTY
150002578	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150037600	FRAUD	CREDIT CARD, THEFT BY USE OF
150123920	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150037177	OTHER OFFENSES	EVADING PAYMENT OF RAILROAD FARE
150033852	NON-CRIMINAL	AIDED CASE
150045374	WEAPON LAWS	SUSPICIOUS PACKAGE
150010684	VEHICLE THEFT	STOLEN AUTOMOBILE
150019909	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150041554	WARRANTS	WARRANT ARREST
150725407	OTHER OFFENSES	FALSE PERSONATION
150058559	BURGLARY	BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY
150008968	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150126764	SECONDARY CODES	JUVENILE INVOLVED
150063702	NON-CRIMINAL	FOUND PROPERTY
150051202	ASSAULT	THREATS AGAINST LIFE
150022407	VEHICLE THEFT	STOLEN AUTOMOBILE
150040255	BURGLARY	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY
150035369	LARCENY/THEFT	GRAND THEFT FROM PERSON
150060827	BURGLARY	BURGLARY OF STORE, FORCIBLE ENTRY
150985128	VEHICLE THEFT	STOLEN AUTOMOBILE
150052244	ASSAULT	BATTERY
126051513	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150027231	LARCENY/THEFT	GRAND THEFT OF PROPERTY
156295101	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150049780	ASSAULT	ATTEMPTED SIMPLE ASSAULT
150058123	VANDALISM	MALICIOUS MISCHIEF, BREAKING WINDOWS
150109782	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150000196	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150065849	NON-CRIMINAL	FOUND PROPERTY
150224506	ASSAULT	BATTERY WITH SERIOUS INJURIES
150097018	SEX OFFENSES, FORCIBLE	FORCIBLE RAPE, BODILY FORCE
150037597	ASSAULT	THREATS AGAINST LIFE
150033329	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150365978	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150036044	OTHER OFFENSES	TRAFFIC VIOLATION
150080524	OTHER OFFENSES	INCIDENT ON SCHOOL GROUNDS
150059438	VEHICLE THEFT	STOLEN AUTOMOBILE
150054808	FORGERY/COUNTERFEITING	MONEY, CHANGING FACE AMOUNT
150119907	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
150031975	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150035137	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150053173	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150067061	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150017834	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150054381	ASSAULT	INFLICT INJURY ON COHABITEE
150047449	LARCENY/THEFT	GRAND THEFT BICYCLE
150014084	ASSAULT	BATTERY
150904532	WARRANTS	WARRANT ARREST
150340914	VEHICLE THEFT	STOLEN AUTOMOBILE
150000748	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150138593	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150006069	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
120579303	VEHICLE THEFT	STOLEN MOTORCYCLE
150004869	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150012856	FORGERY/COUNTERFEITING	IDENTIFICATION, GOVERNMENT, POSSESS, MAKE OR SELL FALSE
150019125	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
156285390	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150061966	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150096076	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150041639	DISORDERLY CONDUCT	DISTURBING THE PEACE, COMMOTION
150701968	BURGLARY	BURGLARY, UNLAWFUL ENTRY
150005516	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150002017	LARCENY/THEFT	GRAND THEFT SHOPLIFTING
150035206	WEAPON LAWS	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
150019379	LARCENY/THEFT	GRAND THEFT FROM PERSON
150051519	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150018860	LARCENY/THEFT	THEFT OF COMPUTERS OR CELL PHONES
150012737	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150063928	OTHER OFFENSES	PAROLE VIOLATION
150066853	ROBBERY	ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON
150774363	NON-CRIMINAL	CASE CLOSURE
150032086	NON-CRIMINAL	CIVIL SIDEWALKS, WARNING
150027623	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150089651	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
120662447	OTHER OFFENSES	CONSPIRACY
150042132	WARRANTS	WARRANT ARREST
150024544	NON-CRIMINAL	LOST PROPERTY
150537973	NON-CRIMINAL	AIDED CASE
150051666	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
150005497	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150051343	ASSAULT	INFLICT INJURY ON COHABITEE
150121479	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150530228	SECONDARY CODES	JUVENILE INVOLVED
150047358	OTHER OFFENSES	RESISTING ARREST
150011701	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY
150028938	VEHICLE THEFT	STOLEN MOTORCYCLE
150333709	NON-CRIMINAL	CASE CLOSURE
150044467	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150541350	MISSING PERSON	MISSING ADULT
150053480	ASSAULT	BATTERY
150057034	EMBEZZLEMENT	EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE
150034640	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150019852	NON-CRIMINAL	PROPERTY FOR IDENTIFICATION
150458614	ASSAULT	INFLICT INJURY ON COHABITEE
150377246	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
166004588	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150018199	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150005384	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150013860	FORGERY/COUNTERFEITING	COUNTERFEITING, POSSESSION COINS OR NOTES
150132761	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150010220	NON-CRIMINAL	FOUND PROPERTY
150009370	ASSAULT	THREATS AGAINST LIFE
150042461	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150065526	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150065338	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150053496	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150249065	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150027247	NON-CRIMINAL	FOUND PROPERTY
150096844	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150014664	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150009518	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150037707	LARCENY/THEFT	GRAND THEFT FROM PERSON
150043942	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150053032	DRUG/NARCOTIC	TRANSPORTATION OF HEROIN
150050759	TRESPASS	TRESPASSING
150081635	WARRANTS	WARRANT ARREST
150070058	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150000174	NON-CRIMINAL	AIDED CASE, INJURED PERSON
150077305	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150037434	MISSING PERSON	FOUND PERSON
150434608	MISSING PERSON	MISSING ADULT
150051440	LARCENY/THEFT	GRAND THEFT BICYCLE
150021813	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150027623	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150058816	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150042596	ROBBERY	ROBBERY, BODILY FORCE
150033200	VEHICLE THEFT	STOLEN AUTOMOBILE
150050373	OTHER OFFENSES	POSSESSION OF BURGLARY TOOLS
150071965	OTHER OFFENSES	TRAFFIC VIOLATION
150409673	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150032525	ASSAULT	BATTERY
150043271	OTHER OFFENSES	TRAFFIC VIOLATION
150040750	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150080916	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE FOR SALE
150017549	OTHER OFFENSES	TRAFFIC VIOLATION
150036599	TRESPASS	TRESPASSING
150000390	ASSAULT	BATTERY
150031771	NON-CRIMINAL	DEATH REPORT, NATURAL CAUSES
150021192	ARSON	FIRE, UNLAWFULLY CAUSING
150000914	NON-CRIMINAL	AIDED CASE
150001326	BURGLARY	BURGLARY, HOT PROWL, FORCIBLE ENTRY
150008463	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150050602	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150035983	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150045904	NON-CRIMINAL	LOST PROPERTY
150106045	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150055254	VEHICLE THEFT	STOLEN AUTOMOBILE
150056525	VEHICLE THEFT	STOLEN AUTOMOBILE
150016347	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150039684	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150029538	SECONDARY CODES	DOMESTIC VIOLENCE
150014498	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150025025	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150038896	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150075876	NON-CRIMINAL	FOUND PROPERTY
151094588	TRESPASS	TRESPASSING
150071692	MISSING PERSON	MISSING JUVENILE
150053480	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150116317	ASSAULT	BATTERY
150800225	LARCENY/THEFT	GRAND THEFT FROM PERSON
150776303	FRAUD	FRAUDULENT USE OF AUTOMATED TELLER CARD
150226881	ASSAULT	THREATS AGAINST LIFE
150383259	ASSAULT	THREATS AGAINST LIFE
150023574	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150016579	ASSAULT	BATTERY
150060902	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150111919	ASSAULT	INFLICT INJURY ON COHABITEE
150106932	MISSING PERSON	FOUND PERSON
150047671	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
151016792	NON-CRIMINAL	LOST PROPERTY
150052783	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150060689	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150061289	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150060883	LIQUOR LAWS	CONSUMING ALCOHOL IN PUBLIC VIEW
150100843	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150018064	SECONDARY CODES	DOMESTIC VIOLENCE
150154163	WARRANTS	WARRANT ARREST
150140689	MISSING PERSON	MISSING JUVENILE
150005447	ROBBERY	ROBBERY OF A CHAIN STORE WITH BODILY FORCE
150021750	ASSAULT	BATTERY
150190587	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150024754	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150063257	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150311476	NON-CRIMINAL	COURTESY REPORT
150132238	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150039731	VEHICLE THEFT	STOLEN AUTOMOBILE
150059002	WARRANTS	WARRANT ARREST
150421699	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150086754	ASSAULT	BATTERY
150901027	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150449732	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150037428	NON-CRIMINAL	LOST PROPERTY
160356280	ASSAULT	THREATS AGAINST LIFE
150009756	ASSAULT	THREATS AGAINST LIFE
150030472	WARRANTS	WARRANT ARREST
150063053	BURGLARY	BURGLARY,WAREHOUSE UNDER CONSTRT, FORCIBLE ENTRY
150035256	FRAUD	CREDIT CARD, THEFT BY USE OF
151046830	MISSING PERSON	MISSING JUVENILE
150009568	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150008429	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150872199	TRESPASS	TRESPASSING
150013757	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150003372	VEHICLE THEFT	STOLEN MOTORCYCLE
156213175	NON-CRIMINAL	LOST PROPERTY
150144186	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150034264	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150027441	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150045421	OTHER OFFENSES	FAILURE TO REGISTER AS SEX OFFENDER
150003510	OTHER OFFENSES	FALSE PERSONATION
150000174	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150110767	NON-CRIMINAL	TURNED IN GUN
150038880	WARRANTS	WARRANT ARREST
150038783	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY
150615159	OTHER OFFENSES	FALSE PERSONATION
150612581	OTHER OFFENSES	TRAFFIC VIOLATION
150001570	LARCENY/THEFT	GRAND THEFT PICKPOCKET
150013274	OTHER OFFENSES	FALSE PERSONATION
150617989	WARRANTS	WARRANT ARREST
150713173	ROBBERY	ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM
150311523	ASSAULT	BATTERY
150060372	BURGLARY	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY
150058258	ASSAULT	CHILD ABUSE (PHYSICAL)
150408437	WARRANTS	WARRANT ARREST
150014307	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150489324	LARCENY/THEFT	GRAND THEFT BICYCLE
150019250	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150005516	LARCENY/THEFT	GRAND THEFT FROM PERSON
150059911	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION
150235478	VEHICLE THEFT	STOLEN TRUCK
150037995	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150052686	ASSAULT	BATTERY
150713634	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150018127	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150113103	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150588603	ASSAULT	BATTERY
150445019	VEHICLE THEFT	STOLEN AUTOMOBILE
150057244	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150008689	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150016585	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150022015	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150133139	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE FOR SALE
150495036	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150275082	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150138816	VANDALISM	MALICIOUS MISCHIEF, ADULT SUSPECT
150030886	BURGLARY	BURGLARY, VEHICLE, ATT. (ARREST MADE)
150036561	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150048516	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150068724	WEAPON LAWS	POSSESSION OF AIR GUN
150002023	NON-CRIMINAL	FOUND PROPERTY
150460772	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150030466	BURGLARY	BURGLARY OF RESIDENCE, UNLAWFUL ENTRY
150536301	OTHER OFFENSES	PAROLE VIOLATION
150065350	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
150031260	OTHER OFFENSES	PROBATION VIOLATION
151058926	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150189295	ASSAULT	ASSAULT
150079624	MISSING PERSON	MISSING JUVENILE
150043180	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150036191	WEAPON LAWS	POSS OF LOADED FIREARM
150055210	LARCENY/THEFT	GRAND THEFT FROM PERSON
150009756	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150002766	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
151000955	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150761348	LARCENY/THEFT	PETTY THEFT BICYCLE
150495321	SECONDARY CODES	PREJUDICE-BASED INCIDENT
150487594	OTHER OFFENSES	VIOLATION OF MUNICIPAL POLICE CODE
150040136	FRAUD	FRAUDULENT USE OF AUTOMATED TELLER CARD
150346990	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150011682	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150049542	ASSAULT	ASSAULT
150044912	ASSAULT	INFLICT INJURY ON COHABITEE
150220617	NON-CRIMINAL	AIDED CASE
150028524	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150046996	BURGLARY	BURGLARY, FORCIBLE ENTRY
150039703	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150048215	ROBBERY	ATTEMPTED ROBBERY WITH A DEADLY WEAPON
151015926	MISSING PERSON	FOUND PERSON
150002619	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150129865	OTHER OFFENSES	FALSE PERSONATION
150003281	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
